work_year,salario_eur,experience_level_mean,employment_type_mean,job_title_mean,company_location_mean,employee_location_mean,company_size_mean,remote_ratio_mean
2022,69000.0,96163.864,127249.06360408822,100018.92895424836,121364.27448275864,121645.07341176472,131680.10449730416,127249.06360408822
2023,230000.0,96163.864,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,121716.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,73633.12000000001,96163.864,127249.06360408822,131362.87584615385,79938.8481395349,80029.25748502994,131680.10449730416,127249.06360408822
2023,133400.0,140806.98581875995,127249.06360408822,148317.05951219512,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,110400.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2021,91726.76,140806.98581875995,127249.06360408822,115738.3,121364.27448275864,121645.07341176472,131680.10449730416,127249.06360408822
2023,151800.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,160540.0,140806.98581875995,127249.06360408822,148776.6704950495,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,142600.0,179336.45543859652,127249.06360408822,130528.76363636364,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2021,41758.8,72262.581625,127249.06360408822,131362.87584615385,79938.8481395349,80029.25748502994,108836.90378854626,127249.06360408822
2022,106812.0,140806.98581875995,127249.06360408822,142315.46851211073,121364.27448275864,121645.07341176472,131680.10449730416,127249.06360408822
2022,345000.0,140806.98581875995,127249.06360408822,177026.4,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,230000.0,140806.98581875995,127249.06360408822,120937.312,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,92000.0,96163.864,127249.06360408822,100018.92895424836,121364.27448275864,121645.07341176472,131680.10449730416,127249.06360408822
2023,172500.0,96163.864,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2021,46000.0,140806.98581875995,127249.06360408822,62436.87333333333,79938.8481395349,30789.33333333333,131680.10449730416,127249.06360408822
2022,155480.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,211598.16,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,108836.90378854626,127249.06360408822
2021,55200.0,96163.864,127249.06360408822,63178.24,52280.84,55626.28200000001,131680.10449730416,127249.06360408822
2023,111964.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,124200.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,125690.4,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,168360.0,140806.98581875995,127249.06360408822,125260.76,139676.24877631577,140596.25071904127,108836.90378854626,127249.06360408822
2022,178388.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,125120.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,69000.0,72262.581625,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2021,9525.68,72262.581625,36371.00941176471,100018.92895424836,53061.97974025974,55626.28200000001,131680.10449730416,36371.00941176471
2020,42099.2,96163.864,127249.06360408822,129600.18423809524,139676.24877631577,44049.600000000006,71968.54783783783,127249.06360408822
2023,158424.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,73600.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2021,70686.36,140806.98581875995,127249.06360408822,131362.87584615385,79938.8481395349,47990.880000000005,71968.54783783783,127249.06360408822
2023,184000.0,96163.864,127249.06360408822,150162.47076923077,139676.24877631577,140596.25071904127,71968.54783783783,127249.06360408822
2022,57960.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2020,64527.880000000005,96163.864,127249.06360408822,131362.87584615385,60847.63647058824,56573.100000000006,108836.90378854626,127249.06360408822
2023,128340.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2021,18400.0,72262.581625,127249.06360408822,142315.46851211073,27781.92206896552,33320.97464788733,71968.54783783783,127249.06360408822
2021,68080.0,96163.864,127249.06360408822,142315.46851211073,104997.14666666668,95254.69714285714,71968.54783783783,127249.06360408822
2022,128800.0,140806.98581875995,127249.06360408822,119458.46153846152,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,44720.28,96163.864,127249.06360408822,142315.46851211073,79938.8481395349,80029.25748502994,131680.10449730416,127249.06360408822
2023,136804.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,78200.0,72262.581625,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,184000.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,151800.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2020,90160.0,96163.864,127249.06360408822,55604.922666666665,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,83094.40000000001,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,110630.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,150880.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,69106.72,96163.864,127249.06360408822,131362.87584615385,57745.41,57745.41,131680.10449730416,127249.06360408822
2022,69920.0,72262.581625,127249.06360408822,96497.77777777778,139676.24877631577,140596.25071904127,108836.90378854626,127249.06360408822
2022,118956.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,73600.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,266616.0,140806.98581875995,127249.06360408822,140179.14058252427,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,239200.0,96163.864,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,55200.0,96163.864,127249.06360408822,90606.2,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,117760.0,140806.98581875995,127249.06360408822,80050.81,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,115000.0,96163.864,127249.06360408822,148317.05951219512,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,95956.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,108836.90378854626,127249.06360408822
2022,211600.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2021,124200.0,96163.864,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,108836.90378854626,127249.06360408822
2022,150880.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,156400.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,155480.0,140806.98581875995,127249.06360408822,107284.27724137931,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,96784.0,140806.98581875995,127249.06360408822,107284.27724137931,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,176157.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,104788.0,140806.98581875995,127249.06360408822,148776.6704950495,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,101200.0,140806.98581875995,127249.06360408822,119458.46153846152,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,147200.0,72262.581625,127249.06360408822,150059.7081081081,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,165600.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,77328.76000000001,96163.864,127249.06360408822,131362.87584615385,53061.97974025974,55626.28200000001,131680.10449730416,127249.06360408822
2023,103040.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,118680.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,92000.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,92000.0,96163.864,127249.06360408822,90606.2,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,35101.68,140806.98581875995,127249.06360408822,35101.68,27781.92206896552,33320.97464788733,108836.90378854626,127249.06360408822
2023,142600.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2021,101234.04,72262.581625,127249.06360408822,104628.196,79938.8481395349,80029.25748502994,108836.90378854626,127249.06360408822
2023,110400.0,140806.98581875995,127249.06360408822,148317.05951219512,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,188600.0,140806.98581875995,127249.06360408822,175043.32413793105,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,112151.68,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,147200.0,72262.581625,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2021,154560.0,140806.98581875995,127249.06360408822,179529.46909090912,104997.14666666668,95254.69714285714,71968.54783783783,127249.06360408822
2023,64400.0,72262.581625,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,69000.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,169280.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,124200.0,96163.864,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,108836.90378854626,127249.06360408822
2023,103960.0,140806.98581875995,127249.06360408822,148776.6704950495,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,73633.12000000001,96163.864,127249.06360408822,131362.87584615385,79938.8481395349,80029.25748502994,131680.10449730416,127249.06360408822
2022,119600.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,176157.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,211600.0,96163.864,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,312800.0,96163.864,127249.06360408822,148317.05951219512,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,121440.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,184920.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,141680.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,74980.0,140806.98581875995,127249.06360408822,148776.6704950495,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,104880.0,140806.98581875995,127249.06360408822,148776.6704950495,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,128800.0,140806.98581875995,127249.06360408822,140179.14058252427,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,89240.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,46397.44,140806.98581875995,127249.06360408822,100018.92895424836,53061.97974025974,55626.28200000001,131680.10449730416,127249.06360408822
2022,106659.28,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2021,138000.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,108836.90378854626,127249.06360408822
2022,101752.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2020,108560.0,96163.864,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,46955.880000000005,96163.864,127249.06360408822,43043.12,79938.8481395349,80029.25748502994,131680.10449730416,127249.06360408822
2022,67662.32,140806.98581875995,127249.06360408822,131362.87584615385,46495.61714285715,48814.28,131680.10449730416,127249.06360408822
2023,147200.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,110400.0,96163.864,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2021,105800.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,71968.54783783783,127249.06360408822
2023,133400.0,179336.45543859652,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,130203.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,138000.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,132480.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,132480.0,140806.98581875995,127249.06360408822,150162.47076923077,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,171028.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,284648.0,140806.98581875995,127249.06360408822,175043.32413793105,139676.24877631577,140596.25071904127,108836.90378854626,127249.06360408822
2021,38665.76,72262.581625,127249.06360408822,100018.92895424836,73630.75428571428,71742.10181818182,108836.90378854626,127249.06360408822
2022,147200.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,124200.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,82800.0,96163.864,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,118956.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,64170.920000000006,140806.98581875995,127249.06360408822,131362.87584615385,46495.61714285715,48814.28,131680.10449730416,127249.06360408822
2023,161000.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,110400.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,110400.0,96163.864,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,119600.0,140806.98581875995,127249.06360408822,100018.92895424836,121364.27448275864,121645.07341176472,131680.10449730416,127249.06360408822
2023,57960.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,168360.0,140806.98581875995,127249.06360408822,145684.24588235296,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,50600.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,212750.0,140806.98581875995,127249.06360408822,140179.14058252427,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,97520.0,140806.98581875995,127249.06360408822,140179.14058252427,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,78200.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,216200.0,140806.98581875995,127249.06360408822,122162.46285714286,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,110400.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,147200.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,59800.0,140806.98581875995,127249.06360408822,107284.27724137931,59764.12,59764.12,131680.10449730416,127249.06360408822
2022,19305.28,96163.864,127249.06360408822,142315.46851211073,27781.92206896552,33320.97464788733,108836.90378854626,127249.06360408822
2022,105800.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,96784.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,114254.8,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,127822.96,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,218040.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,138000.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,115631.12,140806.98581875995,127249.06360408822,179529.46909090912,121364.27448275864,121645.07341176472,131680.10449730416,127249.06360408822
2023,285200.0,179336.45543859652,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,147200.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,184000.0,179336.45543859652,127249.06360408822,101311.205,139676.24877631577,140596.25071904127,71968.54783783783,127249.06360408822
2023,133400.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,119600.0,72262.581625,127249.06360408822,63178.24,96600.0,96600.0,71968.54783783783,127249.06360408822
2022,163300.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,188140.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,197800.0,140806.98581875995,127249.06360408822,148317.05951219512,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,176157.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,221260.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,108836.90378854626,127249.06360408822
2022,124200.0,140806.98581875995,127249.06360408822,148776.6704950495,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,112240.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,78200.0,72262.581625,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,77154.88,96163.864,127249.06360408822,142315.46851211073,73630.75428571428,71742.10181818182,108836.90378854626,127249.06360408822
2023,92000.0,72262.581625,127249.06360408822,148317.05951219512,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,34798.08,140806.98581875995,127249.06360408822,129600.18423809524,53061.97974025974,55626.28200000001,131680.10449730416,127249.06360408822
2023,211600.0,96163.864,127249.06360408822,150162.47076923077,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,112240.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,147200.0,72262.581625,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,130824.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,227700.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,129168.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,108836.90378854626,127249.06360408822
2023,66240.0,96163.864,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2021,151800.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,108836.90378854626,127249.06360408822
2021,5411.4400000000005,72262.581625,127249.06360408822,63178.24,75184.24,33320.97464788733,108836.90378854626,127249.06360408822
2022,154100.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,171028.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,130203.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,101610.32,96163.864,127249.06360408822,131362.87584615385,87227.04000000001,87227.04000000001,131680.10449730416,127249.06360408822
2022,117760.0,140806.98581875995,127249.06360408822,148776.6704950495,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,34798.08,140806.98581875995,127249.06360408822,129600.18423809524,53061.97974025974,55626.28200000001,131680.10449730416,127249.06360408822
2023,133400.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,261565.2,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,147273.6,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,220800.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,174800.0,140806.98581875995,127249.06360408822,129600.18423809524,121364.27448275864,121645.07341176472,131680.10449730416,127249.06360408822
2023,122544.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,230000.0,140806.98581875995,127249.06360408822,148776.6704950495,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,124200.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,92000.0,96163.864,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,138000.0,140806.98581875995,127249.06360408822,175976.47379310345,89379.012,84963.012,131680.10449730416,127249.06360408822
2022,76268.0,96163.864,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,186164.76,140806.98581875995,127249.06360408822,145684.24588235296,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,71760.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,227700.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,118680.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,71081.04000000001,140806.98581875995,127249.06360408822,129600.18423809524,53310.780000000006,53310.780000000006,131680.10449730416,127249.06360408822
2023,188600.0,140806.98581875995,127249.06360408822,175043.32413793105,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,150696.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2021,47397.48,96163.864,127249.06360408822,100018.92895424836,79938.8481395349,80029.25748502994,108836.90378854626,127249.06360408822
2021,57040.0,96163.864,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,108836.90378854626,127249.06360408822
2022,114080.0,96163.864,127249.06360408822,118680.0,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,156400.0,96163.864,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,169280.0,140806.98581875995,127249.06360408822,175043.32413793105,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,48330.36,96163.864,127249.06360408822,120937.312,47649.1,50725.177500000005,131680.10449730416,127249.06360408822
2022,28998.4,72262.581625,127249.06360408822,129600.18423809524,53061.97974025974,55626.28200000001,131680.10449730416,127249.06360408822
2022,133400.0,140806.98581875995,127249.06360408822,142315.46851211073,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,137862.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,73600.0,140806.98581875995,127249.06360408822,78486.51428571428,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,48300.0,140806.98581875995,127249.06360408822,100018.92895424836,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,158240.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,130203.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2020,42224.32,72262.581625,127249.06360408822,101311.205,41913.36,28697.253333333338,71968.54783783783,127249.06360408822
2022,207000.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2021,45674.32,72262.581625,127249.06360408822,129600.18423809524,60847.63647058824,56573.100000000006,131680.10449730416,127249.06360408822
2022,322000.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2021,69712.08,96163.864,127249.06360408822,129600.18423809524,121364.27448275864,121645.07341176472,108836.90378854626,127249.06360408822
2023,127880.0,140806.98581875995,127249.06360408822,150059.7081081081,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,117760.0,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,184000.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,124200.0,140806.98581875995,127249.06360408822,148776.6704950495,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2023,114760.8,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,184000.0,96163.864,127249.06360408822,101311.205,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,171028.0,140806.98581875995,127249.06360408822,129600.18423809524,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,124200.0,72262.581625,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
2022,142181.4,140806.98581875995,127249.06360408822,131362.87584615385,139676.24877631577,140596.25071904127,108836.90378854626,127249.06360408822
2022,101200.0,140806.98581875995,127249.06360408822,110071.42857142857,139676.24877631577,140596.25071904127,131680.10449730416,127249.06360408822
